70,82,107
129,146,184
173,142,101
69,157,95   
173,127,128
211,238,129  
56,123,201
186,102,77
97,83,174
104,61,86
75,238,167   
55,160,213
163,75,49
80,198,99    
59,52,155
52,197,227
147,85,169
187,155,61
242,245,245
201,201,200
162,161,160
121,120,120
86,85,84
54,53,52
